,name,affiliations,email,website,interests,thumbnail
20,"Paulo César Silva, PhD","Biotechnology Researcher, Centre of Molecular and Environmental Biology, University of Minho",Verified email at alunos.uminho.pt,,"[{'title': 'Biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiotechnology'}, {'title': 'Metabolic engineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:metabolic_engineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ametabolic_engineering'}, {'title': 'Saccharomyces cerevisiae', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:saccharomyces_cerevisiae', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asaccharomyces_cerevisiae'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YMZQjhEAAAAJ&citpid=6
21,"Jo-Anne H. Young, MD",University of Minnesota,Verified email at umn.edu,https://experts.umn.edu/en/persons/jo-anne-h-young,"[{'title': 'Opportunistic infections', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:opportunistic_infections', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aopportunistic_infections'}, {'title': 'Transplant infectious disease', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:transplant_infectious_disease', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atransplant_infectious_disease'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3rR_02EAAAAJ&citpid=1
22,Randall Schreckhise,Co-founder,Verified email at AugustThera.com,http://www.augustthera.com/,"[{'title': 'Drug Development', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:drug_development', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adrug_development'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KAt2IvgAAAAJ&citpid=3
23,Theodore Curtis White,University of Missouri at Kansas City,Verified email at umkc.edu,,"[{'title': 'Pathogenic fungi', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:pathogenic_fungi', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apathogenic_fungi'}, {'title': 'drug resistance', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:drug_resistance', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adrug_resistance'}, {'title': 'Virulence', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:virulence', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Avirulence'}, {'title': 'Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenetics'}, {'title': 'Molecular Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tjEs2O0AAAAJ&citpid=1
24,Magdalena Klimek-Ochab,Politechnika Wrocławska,Verified email at pwr.edu.pl,,"[{'title': 'biocatalytic capabilities of fungi', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biocatalytic_capabilities_of_fungi', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiocatalytic_capabilities_of_fungi'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DjIxn3MAAAAJ&citpid=2
25,Richard Sherburn,University of Bradford,Verified email at nihr.ac.uk,,,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=R4YnJAkAAAAJ&citpid=1
26,Melinda Szilágyi,University of Debrecen,Verified email at med.unideb.hu,,"[{'title': 'genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenetics'}, {'title': 'cell biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cell_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acell_biology'}, {'title': 'biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiotechnology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cN9aAXYAAAAJ&citpid=1
27,István Pócsi,University of Debrecen,Verified email at science.unideb.hu,https://www.researchgate.net/profile/Istvan_Pocsi,"[{'title': 'Microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiology'}, {'title': 'Biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiotechnology'}, {'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'Transcriptomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:transcriptomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atranscriptomics'}, {'title': 'Mycotoxins', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:mycotoxins', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amycotoxins'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3RIWJesAAAAJ&citpid=2
28,Sung Min Kang,"Professor of Chemistry, Chungbuk National University",Verified email at chungbuk.ac.kr,,"[{'title': 'Surface Organic Chemistry', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:surface_organic_chemistry', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asurface_organic_chemistry'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
29,Karuna Devi Jetti,Postdoctoral Fellow Sandia National Laboratoires,Verified email at lbl.gov,,"[{'title': 'Biofuels', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biofuels', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiofuels'}, {'title': 'Stain Improvement', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:stain_improvement', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Astain_improvement'}, {'title': 'Biomass Conversion', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biomass_conversion', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiomass_conversion'}, {'title': 'Plastic Upcycling', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:plastic_upcycling', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aplastic_upcycling'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
30,Vladimir Farkas,"Institute of Chemistry, Slovak Academy of Sciences, Bratislava, Slovakia",Verified email at savba.sk,http://www.chem.sk/people/farkasvladimir/,"[{'title': 'glycobiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:glycobiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aglycobiology'}, {'title': 'plant and fungal cell walls', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:plant_and_fungal_cell_walls', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aplant_and_fungal_cell_walls'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lakc8cQAAAAJ&citpid=2
31,David S. Gross,"Professor of Biochemistry and Molecular Biology, Louisiana State University Health Sciences Center",Verified email at lsuhsc.edu,https://www.lsuhs.edu/departments/school-of-graduate-studies/biochemistry-and-molecular-biology/research/david-gross-lab,"[{'title': 'Chromatin', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:chromatin', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Achromatin'}, {'title': 'Transcriptional Regulation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:transcriptional_regulation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atranscriptional_regulation'}, {'title': 'Gene Expression', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:gene_expression', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agene_expression'}, {'title': 'Heat Shock Response', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:heat_shock_response', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aheat_shock_response'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3JgKiiIAAAAJ&citpid=2
32,Holger Hebart,"Chefarzt für Innere Medizin, Kliniken Ostalb",Verified email at onkologiehebart.de,https://onkologie-hebart.de/,"[{'title': 'Hämatologie', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:h%C3%A4matologie', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ah%25C3%25A4matologie'}, {'title': 'Onkologie', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:onkologie', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aonkologie'}, {'title': 'Palliativmedizin', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:palliativmedizin', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apalliativmedizin'}, {'title': 'Hämostaseologie', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:h%C3%A4mostaseologie', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ah%25C3%25A4mostaseologie'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Xg74aRAAAAAJ&citpid=2
33,Jian He,Zhejiang University,Verified email at zju.edu.cn,,"[{'title': 'Biomaterials and translational research', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biomaterials_and_translational_research', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiomaterials_and_translational_research'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mizo2lMAAAAJ&citpid=10
34,Min Zhou,Zhejiang University,Verified email at zju.edu.cn,http://www.researcherid.com/rid/C-9031-2013,"[{'title': 'Molecular Imaging', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_imaging', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_imaging'}, {'title': 'Nanomedicine', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:nanomedicine', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ananomedicine'}, {'title': 'PET', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:pet', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apet'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lgWxvF4AAAAJ&citpid=2
35,Hervé Poilvache,"Visiting Research Fellow, Orthopedic Surgery, Mayo Clinic, Rochester, MN",Verified email at uclouvain.be,https://orcid.org/0000-0001-8859-578X,"[{'title': 'orthopedic sugery', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:orthopedic_sugery', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aorthopedic_sugery'}, {'title': 'prosthetic joint infection', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:prosthetic_joint_infection', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aprosthetic_joint_infection'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_wmIc1sAAAAJ&citpid=2
36,Lilian Plotkin,"professor of Anatomy, Cell Biology & Physiology, Indiana University School of Medicine",Verified email at iu.edu,,"[{'title': 'bone biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bone_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abone_biology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GzUHAtcAAAAJ&citpid=2
37,Jean-Michel Verdier,"École Pratique des Hautes Études, Paris",Verified email at ephe.psl.eu,,,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rLMmvwUAAAAJ&citpid=1
38,Michel Roberge,University of British Columbia,Verified email at mail.ubc.ca,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
39,Laura Morelli,CONICET,Verified email at leloir.org.ar,,"[{'title': 'Alzheimer- Bioquimica-Genetica', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:alzheimer_bioquimica_genetica', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aalzheimer_bioquimica_genetica'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
40,Nan Jiang,Sichuan University/Harvard University,Verified email at seas.harvard.edu,,"[{'title': 'Biosensors', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biosensors', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiosensors'}, {'title': 'Organs on chips', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:organs_on_chips', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aorgans_on_chips'}, {'title': 'Biomicrofluidics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biomicrofluidics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiomicrofluidics'}, {'title': 'Tissue engineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:tissue_engineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atissue_engineering'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1P17TC8AAAAJ&citpid=5
41,Guoliang Ying,"Sichuan University,Harvard University",Verified email at bwh.harvard.edu,https://jcfy.scu.edu.cn/info/1062/7110.htm,"[{'title': '3D Bioprinting', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:3d_bioprinting', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3A3d_bioprinting'}, {'title': 'Biomaterials', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biomaterials', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiomaterials'}, {'title': 'Tissue engineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:tissue_engineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atissue_engineering'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HvlE56EAAAAJ&citpid=1
42,Ali K. Yetisen,Imperial College London,Verified email at imperial.ac.uk,http://www.imperial.ac.uk/yetisen-group,"[{'title': 'Bioengineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioengineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioengineering'}, {'title': 'Biosensors', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biosensors', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiosensors'}, {'title': 'Biomedical Devices', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biomedical_devices', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiomedical_devices'}, {'title': 'Diagnostics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:diagnostics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adiagnostics'}, {'title': 'Biophotonics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biophotonics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiophotonics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=U878CcAAAAAJ&citpid=11
43,Yunuen Montelongo,University of Oxford,Verified email at cam.ac.uk,https://eng.ox.ac.uk/people/yunuen-montelongo/,"[{'title': 'MSCA Research Fellow', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:msca_research_fellow', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amsca_research_fellow'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZI8GTHEAAAAJ&citpid=4
44,Arash Ghodousi,"Isfahan ( Khorasgan ) Branch , Islamic Azad University",Verified email at khuisf.ac.ir,http://www.khuisf.ac.ir/prof/ghodousi,"[{'title': 'Forensic Medicine', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:forensic_medicine', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aforensic_medicine'}, {'title': 'Forensic Nursing', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:forensic_nursing', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aforensic_nursing'}, {'title': 'Medical Ethics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:medical_ethics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amedical_ethics'}, {'title': 'Addiction Treatment', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:addiction_treatment', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aaddiction_treatment'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6HWcGgkAAAAJ&citpid=2
45,Davood Darban-Sarokhalil,Iran University of Medical Sciences,Verified email at iums.ac.ir,,"[{'title': 'Respiratory and nosocomial infections', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:respiratory_and_nosocomial_infections', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Arespiratory_and_nosocomial_infections'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0xBFE1sAAAAJ&citpid=8
46,Hervé Alexandre,Professeur,Verified email at ubourgogne.fr,,"[{'title': 'Microbiologie', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiologie', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiologie'}, {'title': 'oenologie', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:oenologie', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aoenologie'}, {'title': 'levures', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:levures', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Alevures'}, {'title': 'vin', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:vin', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Avin'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
